Number	Order_Group	Species_Name	Final_Status	Status_Confidence	Database_Confidence	Group_Count	Species_Count	Sequence_Count	ML_Distance	ML_Similarity	dN_Distance	dN_Similarity	dS_Distance	dS_Similarity	AA_Distance	AA_Similarity	Ztest_Distance	Ztest_Similarity	dN/dS_Distance	dN/dS_Similarity
513	Hemiptera_Group_123	Pendarus punctiscriptus	Native	66	50	1	1	1	0.13588353		0.02123499		0.63333283		0.02309571		3.45E-05		0.03352895823	
514	Hemiptera_Group_124	Paraphlepsius lobatus	Native	66	50	1	1	1	0.10555446		0.01004031		0.50239928		0.00917438		0.00019084		0.01998472211	
515	Hemiptera_Group_125	Paraphlepsius particolor	Native	33	50	1	1	1	0.0810971		0.01004031		0.26787197		0.00917438		0.00054639		0.03748174921	
516	Hemiptera_Group_126	Paraphlepsius collitus	Native	66	50	1	1	1	0.0810971		0.02809115		0.26787197		0.04467244		0.00045746		0.1048678217	
517	Hemiptera_Group_127					0		1	0.20066573		0.0450887		0.61698178		0.06305814		4.09E-06		0.0730794676	
518	Hemiptera_Group_128	Allygus atomarius	Introduced	33		1	1	1	0.2057533		0.03015482		0.82955626		0.03390155		1.19E-07		0.0363505424	
519	Hemiptera_Group_129	Eutettix marmoratus	Native	33	50	1	1	2	0.19508839	0.0015236	0.01721885	0	0.82402034	0.00632915	0.01379332	0	6.90E-07	0.31779923	0.02089614681	0
520	Hemiptera_Group_13	Acanalonia bivittata	Native	66	50	1	1	1	0.27798237		0.08499976		0.83074659		0.15290767		8.24E-07		0.1023173144	
521	Hemiptera_Group_130	Latalus ocellaris	Introduced	33		1	1	1	0.1919138		0.02242015		0.83532307		0.0184337		3.59E-08		0.02684009434	
522	Hemiptera_Group_131	Balclutha punctata	Unknown	33		1	1	1	0.19891073		0.04386862		0.94775627		0.07195037		9.09E-08		0.04628681591	
523	Hemiptera_Group_132					0		1	0.19221587		0.02647688		0.67851846		0.02185879		0.00019694		0.03902160599	
524	Hemiptera_Group_133	Limotettix comptonianus	Native	33		1	2	1	0.10296937		0.00701408		0.53193853		0.00921666		4.87E-08		0.01318588447	
525	Hemiptera_Group_134	Limotettix comptonianus	Native	33		1	2	1	0.06200489		0.00099734		0.29484753		0.00229885		6.86E-06		0.003382561828	
526	Hemiptera_Group_135	Limotettix humidus	Native	66	50	2	2	2	0.06200489	0.03604061	0.00099734	0.00198282	0.29484753	0.1608074	0.00229885	0.00457667	3.55E-05	2.06E-06	0.003382561828	0.01233040271
527	Hemiptera_Group_135	Limotettix melastigmus	Native	33	50	2	1	2	0.06200489	0.03604061	0.00099734	0.00198282	0.29484753	0.1608074	0.00229885	0.00457667	3.55E-05	2.06E-06	0.003382561828	0.01233040271
528	Hemiptera_Group_136	Limotettix cuneatus	Native	66	50	1	1	1	0.11431782		0.01410384		0.55822676		0.01385703		3.91E-05		0.02526543156	
529	Hemiptera_Group_137	Limotettix angustatus	Native	66	50	1	1	1	0.11431782		0.00477899		0.55822676		0.00550966		0.00011789		0.008561019182	
530	Hemiptera_Group_138	Eutettix borealis	Native	33	50	1	1	1	0.18626708		0.01721885		0.82717811		0.01379332		2.12E-08		0.02081637533	
531	Hemiptera_Group_139	Scaphoideus crassus	Native	66	50	3	1	3	0.18346644	0.00490456	0.02145501	0	0.80989877	0.02086987	0.02433552	0	1.99E-06	0.14804389	0.02649097738	0
532	Hemiptera_Group_139	Scaphoideus flavidus	Native	33	50	3	1	3	0.18346644	0.00490456	0.02145501	0	0.80989877	0.02086987	0.02433552	0	1.99E-06	0.14804389	0.02649097738	0
533	Hemiptera_Group_139	Scaphoideus immistus	Native	66	50	3	1	3	0.18346644	0.00490456	0.02145501	0	0.80989877	0.02086987	0.02433552	0	1.99E-06	0.14804389	0.02649097738	0
534	Hemiptera_Group_14	Catonia pumila	Native	33		1	1	1	0.04623043		0		0.21450824		0		1.70E-07		0	
535	Hemiptera_Group_140	Colladonus clitellarius	Native	33		1	1	1	0.19258853		0.02469966		0.82557212		0.02749536		1.90E-06		0.02991823416	
536	Hemiptera_Group_141	Chlorotettix fallax	Native	66	50	1	1	1	0.1162197		0.01416101		0.53599004		0.01847637		2.55E-08		0.02642028572	
537	Hemiptera_Group_142	Chlorotettix smodix	Unknown	66		1	1	1	0.1114104		0.01616224		0.50793832		0.02777956		5.54E-09		0.03181929648	
538	Hemiptera_Group_143	Chlorotettix viridius	Native	66	50	1	1	2	0.1114104	0	0.01416101	0	0.50793832	0	0.01847637	0	4.11E-08	1	0.02787938898	
539	Hemiptera_Group_144	Scaphoideus cylindratus	Native	66	50	1	1	1	0.17396564		0.02844272		0.6628953		0.02674434		3.13E-05		0.04290680595	
540	Hemiptera_Group_145	Cicadula vittipennis	Unknown	66		1	1	1	0.17807582		0.03261383		0.67031747		0.0372136		1.47E-05		0.04865430406	
541	Hemiptera_Group_146	Chlorotettix unicolor	Native	66	50	1	1	1	0.1709704		0.03052303		0.5683896		0.04673748		4.89E-06		0.0537008946	
542	Hemiptera_Group_147					0		2	0.08013855	0	0.0021654	0	0.40358894	0	0.00497108	0	8.99E-05	1	0.005365360111	
543	Hemiptera_Group_148					0		2	0.08013855	0	0.0021654	0	0.40358894	0	0.00497108	0	6.92E-05	1	0.005365360111	
544	Hemiptera_Group_149	Lygus lineolaris	Native	100	100	1	1	71	0.0249403	0.00231677	0	0	0.11095559	0.00986381	0	0	3.38E-05	0.52863549	0	0
545	Hemiptera_Group_15					0		4	0.04623043	0.00107525	0	0	0.21450824	0.004606	0	0	5.23E-07	0.65855319	0	0
546	Hemiptera_Group_16	Oliarus humilis	Native	33		1	1	1	0.15447811		0.02945538		0.7159887		0.0419642		4.23E-05		0.04113944815	
547	Hemiptera_Group_17	Oliarus quinquelineatus	Native	33		1	1	1	0.15447811		0.02945538		0.60819766		0.0419642		8.26E-07		0.04843060396	
548	Hemiptera_Group_18	Patara vanduzeei	Native	33		1	1	1	0.26222404		0.06790417		0.58998283		0.11034806		0.00017967		0.115095163	
549	Hemiptera_Group_19	Flatormenis proxima	Native	66	50	1	1	5	0.26514917	0.00317768	0.09476042	0.00124253	0.58631353	0.00751568	0.14886924	0.00238437	5.85E-05	0.38218315	0.1616207288	0.1653250271
550	Hemiptera_Group_2	Amplicephalus littoralis	Native	66	50	1	1	1	0.1812433		0.02992916		0.7118767		0.04157643		1.10E-06		0.04204261777	
551	Hemiptera_Group_20	Xerophloea major	Native	33	50	1	1	1	0.32723062		0.12369318		0.63671537		0.16251893		0.00149147		0.1942676207	
552	Hemiptera_Group_21					0		1	0.13414638		0.02962861		0.58431721		0.04467244		4.41E-07		0.05070637916	
553	Hemiptera_Group_22	Tetraneura nigriabdominalis	Introduced	33		1	1	6	0.13438145	0.00050794	0.02520363	0	0.54061738	0.00238665	0.0372136	0	0.00015513	0.77253316	0.04662008831	0
554	Hemiptera_Group_23	Prociphilus caryae	Unknown	66		1	1	1	0.12866903		0.01566364		0.54281663		0.01467019		0.00024899		0.02885622719	
555	Hemiptera_Group_24	Adelges tsugae	Introduced	100	50	1	1	7	0.10585843	0.00043538	0.02550933	0	0.38907138	0.0020506	0.03248546	0	0.00036483	0.80502725	0.06556465294	0
556	Hemiptera_Group_25					0		5	0.06512338	0.00154539	0.00935859	0.00118005	0.31066755	0.00289057	0.01738611	0.00278532	2.83E-05	0.57214455	0.03012413108	0.4082412811
557	Hemiptera_Group_26	Pineus strobi	Native	66	50	1	1	5	0.06512338	0	0.00935859	0	0.31066755	0	0.01435883	0	5.69E-05	1	0.03012413108	
558	Hemiptera_Group_27	Pineus similis	Native	33	50	1	1	1	0.06661815		0.00389611		0.36024425		0.00461895		2.30E-05		0.01081518997	
559	Hemiptera_Group_28	Pineus coloradensis	Native	33		1	1	1	0.06661815		0.00389611		0.34554393		0.00461895		0.00200042		0.01127529573	
560	Hemiptera_Group_29	Adelges piceae	Introduced	100	50	1	1	5	0.09206555	0.00152593	0.0125483	0.0011583	0.46353838	0.00290559	0.02029851	0.002746	0.0001178	0.48675419	0.02707068183	0.3986453698
561	Hemiptera_Group_3	Amplicephalus osborni	Native	66	50	1	2	1	0.06362473		0.00600804		0.27304947		0.01366764		3.59E-09		0.0220034853	
562	Hemiptera_Group_30	Adelges cooleyi	Native	66	50	1	1	4	0.09206555	0.00228822	0.01172521	0	0.46353838	0.01103601	0.00922905	0	8.44E-05	0.3385496	0.02529501441	0
563	Hemiptera_Group_31					0		1	0.09607672		0.01175342		0.45913359		0.01860519		4.41E-05		0.025599129	
564	Hemiptera_Group_32	Adelges abietis	Introduced	100	50	1	1	10	0.08616976	0.00125384	0.01348032	0	0.42175094	0.00590855	0.01854408	0	1.52E-05	0.60123022	0.03196275034	0
565	Hemiptera_Group_33	Adelges laricis	Introduced	100	50	1	1	8	0.08616976	0.00153471	0.01172521	0	0.41637378	0.00731127	0.00922905	0	0.00276017	0.54117009	0.02816029866	0
566	Hemiptera_Group_34	Chaitophorus populicola	Native	33		1	1	1	0.11562005		0.01660248		0.55373228		0.0184337		1.79E-06		0.02998286464	
567	Hemiptera_Group_35	Eulachnus rileyi	Introduced	33		1	1	2	0.11737141	0	0.03166697	0	0.42546918	0	0.04673748	0	0.00019974	1	0.07442835225	
568	Hemiptera_Group_36	Eriosoma americanum	Native	33		1	1	1	0.11037283		0.01757893		0.51471706		0.02309571		0.00022338		0.03415260804	
569	Hemiptera_Group_37	Periphyllus lyropictus	Introduced	33		1	1	3	0.11037283	0	0.01763635	0	0.49030381	0	0.02309571	0	0.00087643	1	0.03597024873	
570	Hemiptera_Group_38	Therioaphis trifolii	Introduced	33		1	1	1	0.11040948		0.01099038		0.56555052		0.0184337		2.79E-06		0.01943306497	
571	Hemiptera_Group_39	Pemphigus bursarius	Unknown	33		1	1	1	0.10467132		0.00683154		0.54802844		0.00457667		2.70E-05		0.01246566693	
572	Hemiptera_Group_4	Amplicephalus osborni	Native	66	50	1	2	1	0.06362473		0.00600804		0.27304947		0.01366764		1.51E-08		0.0220034853	
573	Hemiptera_Group_40	Pterocomma smithiae	Unknown	66		1	1	1	0.09560881		0.00683154		0.48963177		0.00457667		0.00024014		0.01395240346	
574	Hemiptera_Group_41	Rhopalosiphum padi	Unknown	33		1	1	1	0.08510695		0.00387813		0.40860711		0		6.29E-05		0.009491097695	
575	Hemiptera_Group_42	Mastopoda pteridis	Native	33		1	1	1	0.0819672		0.01266675		0.37953926		0.0184337		6.43E-05		0.03337401775	
576	Hemiptera_Group_43	Macrosiphum impatientis	Native	33		1	1	1	0.06220617		0.00483717		0.31363574		0.00457667		0.00093297		0.01542289154	
577	Hemiptera_Group_44	Uroleucon nigrotibium	Unknown	66		1	1	1	0.05897667		0.00483717		0.27499465		0.00917438		0.00039863		0.0175900513	
578	Hemiptera_Group_45	Myzus varians	Introduced	100	50	1	1	1	0.05897667		0.00776204		0.27499465		0.00917438		0.00034296		0.02822614913	
579	Hemiptera_Group_46	Aphis spiraecola	Introduced	33		1	1	1	0.05056805		0		0.27029762		0		3.32E-05		0	
580	Hemiptera_Group_47	Aphis pomi	Introduced	33		1	1	1	0.05056805		0		0.27029762		0		2.87E-05		0	
581	Hemiptera_Group_48	Aphis fabae	Introduced	33		1	1	2	0.06317089	0	0.00193843	0	0.33245504	0	0.00457667	0	0.00022497	1	0.005830653071	
582	Hemiptera_Group_49	Aphis gossypii	Unknown	33		2	1	7	0.06317089	0.00483848	0.00193656	0	0.33719052	0.02389453	0	0	2.43E-05	0.71450238	0.005743221962	0
583	Hemiptera_Group_49	Aphis oestlundi	Native	33		2	1	7	0.06317089	0.00483848	0.00193656	0	0.33719052	0.02389453	0	0	2.43E-05	0.71450238	0.005743221962	0
584	Hemiptera_Group_5	Graminella aureovittatus	Native	66	50	1	1	1	0.176495		0.01478487		0.86554415		0.01671348		9.93E-08		0.01708158966	
585	Hemiptera_Group_50	Anoscopus flavostriatus	Introduced	33		1	1	1	0.27270986		0.08064026		0.72113182		0.13036182		0.00015184		0.111824576	
586	Hemiptera_Group_51	Zelus luridus	Native	66	50	1	1	1	0.23867284		0.07733172		0.8080435		0.12136086		4.51E-05		0.09570242196	
587	Hemiptera_Group_52	Microtechnites bractatus	Native	66	50	1	1	4	0.22579739	0.00076287	0.05628633	0.00100234	0.81030047	0	0.09702635	0.00228833	6.36E-08	0.65941991	0.06946352876	
588	Hemiptera_Group_53	Stygnocoris sabulosus	Unknown	33	50	1	1	1	0.22576114		0.09694012		0.63576685		0.1367983		0.00023862		0.1524774687	
589	Hemiptera_Group_54	Heraeus plebejus	Native	100	100	1	1	1	0.21606233		0.06346912		0.63403653		0.08365003		0.0001408		0.1001032543	
590	Hemiptera_Group_55	Geocoris atricolor	Native	66	50	1	1	1	0.19186712		0.06157321		0.61124386		0.060524		0.00141116		0.1007342798	
591	Hemiptera_Group_56	Kleidocerys resedae	Native	66	50	1	1	10	0.19186712	0.00366474	0.0656219	0.00081176	0.56748119	0.01321409	0.0966215	0.00186483	0.00046925	0.4391611	0.1156371368	0.06143139634
592	Hemiptera_Group_57	Hoplistoscelis sordidus	Native	66	50	1	1	2	0.22038024	0.00235159	0.04615342	0	0.66856831	0.01010116	0.07709615	0	2.38E-05	0.31689281	0.06903321517	0
593	Hemiptera_Group_58	Fulvius slateri	Native	100	100	1	1	1	0.24755511		0.06277734		0.98007604		0.09575011		8.77E-13		0.06405354017	
594	Hemiptera_Group_59	Leptoglossus occidentalis	Native	100	100	1	1	4	0.21572698	0.00083716	0.0529427	0	0.86876482	0.00343333	0.060524	0	9.78E-06	0.658835	0.06094019783	0
595	Hemiptera_Group_6					0		1	0.09160914		0.03268271		0.37635166		0.05715841		0.00532155		0.08684088174	
596	Hemiptera_Group_60	Orthotylus flavosparsus	Introduced	66	50	1	1	1	0.19898025		0.02858461		0.93662527		0.0419642		4.96E-11		0.03051872602	
597	Hemiptera_Group_61	Podisus maculiventris	Native	100	100	1	1	2	0.17789526	0	0.01376683	0	0.72126277	0	0.01830344	0	0.00016771	1	0.01908712133	
598	Hemiptera_Group_62	Banasa calva	Native	66	50	1	1	4	0.17999715	0.00542064	0.01989689	0	0.7969205	0.02284791	0.02461678	0	1.43E-05	0.24681894	0.0249672207	0
599	Hemiptera_Group_63	Chinavia hilaris	Native	33		1	1	1	0.16337195		0.01376683		0.60150119		0.01830344		0.00028784		0.02288745264	
600	Hemiptera_Group_64	Trichopepla semivittata	Native	66	50	1	1	3	0.16337195	0.00746427	0.0265918	0	0.74690207	0.02593874	0.02707742	0	7.84E-05	0.08779464	0.03560279328	0
601	Hemiptera_Group_65	Orthotylus cruciatus	Native	100	100	1	1	1	0.18318084		0.02858461		0.87711677		0.0419642		4.58E-07		0.03258928683	
602	Hemiptera_Group_66	Hesperocorixa interrupta	Native	100	100	1	1	1	0.16960173		0.02197973		0.68383818		0.02191885		2.69E-05		0.03214171224	
603	Hemiptera_Group_67	Trichocorixa verticalis	Native	100	100	1	1	4	0.16170931	0.0026261	0.01197062	0.00210874	0.69204576	0.00415157	0.01961036	0.00473192	2.39E-05	0.55638596	0.01729743998	0.5079379608
604	Hemiptera_Group_68	Hesperocorixa atopodonta	Native	100	100	1	1	2	0.16170931	0.01803047	0.01197062	0	0.85616677	0.0761021	0.01961036	0	4.61E-08	0.00079129	0.01398164519	0
605	Hemiptera_Group_69	Lasiomerus annulatus	Native	100	100	1	1	1	0.18819712		0.04615342		0.55268112		0.06584657		0.00126653		0.08350822623	
606	Hemiptera_Group_7	Chionaspis pinifoliae	Native	66	50	1	1	2	0.09160914	0.00933236	0.03268271	0.00191022	0.37635166	0.04150436	0.05715841	0.00464038	0.01666708	0.03258288	0.08684088174	0.04602456224
607	Hemiptera_Group_70	Campyloneura virgula	Introduced	33	0	1	1	2	0.18403019	0	0.03011572	0	0.91655974	0	0.03535744	0	3.94E-10	1	0.03285734545	
608	Hemiptera_Group_71	Pilophorus gracilis	Native	100	100	1	1	1	0.18830239		0.03185515		0.89421269		0.04433487		1.28E-10		0.03562368367	
609	Hemiptera_Group_72	Notonecta irrorata	Native	100	100	1	1	4	0.16950163	0.00429697	0.04849014	0	0.48487352	0.01792772	0.04988906	0	0.00022907	0.13703958	0.10000575	0
610	Hemiptera_Group_73	Orius insidiosus	Native	66	50	1	1	1	0.15755565		0.03804791		0.52765211		0.04673748		0.00134855		0.07210794628	
611	Hemiptera_Group_74	Hyaliodes harti	Native	100	100	1	1	1	0.18515404		0.05095514		0.69069211		0.08119015		3.56E-07		0.07377402936	
612	Hemiptera_Group_75	Campylomma verbasci	Native	66	100	1	1	1	0.15366284		0.03681721		0.47599839		0.04082199		9.97E-05		0.07734734145	
613	Hemiptera_Group_76	Neolygus belfragii	Native	66	50	1	1	1	0.14308959		0.01845784		0.53384078		0.01403549		0.00142873		0.03457555266	
614	Hemiptera_Group_77	Phytocoris dreisbachi	Native	100	100	1	1	1	0.12309731		0.00808876		0.57386011		0.01053371		9.56E-07		0.01409535157	
615	Hemiptera_Group_78	Phytocoris conspersipes	Native	100	100	1	1	2	0.12309731	0	0.00808876	0	0.48487352	0	0.01053371	0	0.00076443	1	0.01668220611	
616	Hemiptera_Group_79	Phoenicocoris minusculus	Native	100	100	1	1	2	0.14071903	0.00458134	0.01930347	0	0.6439637	0.01906882	0.02509559	0	2.42E-05	0.08291899	0.02997602194	0
617	Hemiptera_Group_8	Delphacodes puella	Native	100	100	1	1	1	0.24354684		0.03689268		0.84647467		0.04673748		9.52E-07		0.04358391492	
618	Hemiptera_Group_80	Lygus rubrosignatus	Native	100	100	1	1	1	0.0249403		0		0.11095559		0		5.37E-05		0	
619	Hemiptera_Group_81	Prosapia ignipectus	Native	66	50	1	1	4	0.2251085	0.00229047	0.06783272	0.0009901	0.55393063	0.00664709	0.09669158	0.00228833	0.00069165	0.47968835	0.1224570665	0.1489523987
620	Hemiptera_Group_82	Lepyronia quadrangularis	Native	100	100	1	1	1	0.15014572		0.03514156		0.64642249		0.05644131		0.00028237		0.05436314569	
621	Hemiptera_Group_83	Lepyronia coleoptrata	Introduced	66	50	1	1	2	0.15014572	0	0.03514156	0	0.64926055	0	0.05644131	0	0.00014492	1	0.05412551248	
622	Hemiptera_Group_84	Philaenarcys killa	Native	66	50	2	1	5	0.16918916	0.00125521	0.04252893	0	0.49855848	0.00542092	0.04548791	0	0.00212506	0.55849431	0.08530379425	0
623	Hemiptera_Group_84	Philaenarcys spartina	Native	33		2	1	5	0.16918916	0.00125521	0.04252893	0	0.49855848	0.00542092	0.04548791	0	0.00212506	0.55849431	0.08530379425	0
624	Hemiptera_Group_85	Aphrophora saratogensis	Native	66	50	1	1	5	0.16918916	0.00031734	0.03541733	0.00041754	0.52939962	0	0.04548791	0.00095923	0.0025388	0.86376397	0.06690093582	
625	Hemiptera_Group_86	Gyponana avara	Unknown	66		3	1	6	0.26168808	0.01704998	0.09870094	0.00131744	0.5235279	0.07410375	0.13062121	0.00306376	0.00159514	0.01926072	0.1885304298	0.01777831756
626	Hemiptera_Group_86	Gyponana quebecensis	Unknown	66		3	1	6	0.26168808	0.01704998	0.09870094	0.00131744	0.5235279	0.07410375	0.13062121	0.00306376	0.00159514	0.01926072	0.1885304298	0.01777831756
627	Hemiptera_Group_86	Gyponana vincula	Native	33		3	1	6	0.26168808	0.01704998	0.09870094	0.00131744	0.5235279	0.07410375	0.13062121	0.00306376	0.00159514	0.01926072	0.1885304298	0.01777831756
628	Hemiptera_Group_87	Kyboasca bipunctata	Unknown	33		1	1	2	0.22210237	0	0.05883345	0	0.6272297	0	0.08080403	0	0.00048184	1	0.09379889058	
629	Hemiptera_Group_88					0		1	0.22210237		0.05883345		0.61984587		0.08080403		0.0001181		0.09491625717	
630	Hemiptera_Group_89	Athysanella incongrua	Native	66	50	1	1	1	0.22255208		0.04035203		0.93683998		0.05153365		6.96E-11		0.04307248928	
631	Hemiptera_Group_9	Stobaera pallida	Native	100	100	1	1	1	0.23274617		0.06159789		0.70822377		0.06119556		0.00012792		0.08697518018	
632	Hemiptera_Group_90	Erythridula scytha	Native	66	50	1	1	1	0.2028196		0.01937573		1.03496744		0.02314931		1.31E-10		0.01872110102	
633	Hemiptera_Group_91					0		2	0.17894448	0	0.01210929	0	0.88448823	0	0.01382518	0	1.86E-07	1	0.01369073051	
634	Hemiptera_Group_92					0		1	0.13072066		0.00399468		0.75971553		0.00917438		1.33E-06		0.005258126025	
635	Hemiptera_Group_93					0		1	0.09889916		0.00208189		0.52915844		0.00477328		6.24E-08		0.00393434148	
636	Hemiptera_Group_94	Eratoneura mira	Native	66	50	1	1	4	0.09889916	0.01555767	0.00208189	0	0.52915844	0.07130411	0.00477328	0	1.63E-07	0.50000236	0.00393434148	0
637	Hemiptera_Group_95	Xestocephalus brunneus	Native	33		1	1	1	0.22535024		0.07752675		0.5683896		0.11155249		1.49E-07		0.1363972001	
638	Hemiptera_Group_96	Macropsis notata	Introduced	100	50	1	1	1	0.21746684		0.0450887		0.8272415		0.06305814		4.25E-09		0.05450488159	
639	Hemiptera_Group_97					0		1	0.0738265		0.00736805		0.32157994		0.01671348		2.50E-08		0.02291203239	
640	Hemiptera_Group_98					0		1	0.0738265		0.00736805		0.32157994		0.01671348		2.18E-07		0.02291203239	
641	Hemiptera_Group_99					0		1	0.09919371		0.01718404		0.43258769		0.0372136		1.40E-10		0.03972383033	
642	Hymenoptera_Group_1					0		1	0.31572774		0.24520038		0.89495814		0.37385977		1.25E-07		0.2739797193	
643	Hymenoptera_Group_10					0		1	0.21946567		0.19365574		0.38875834		0.26610959		0.00161562		0.4981391267	
644	Hymenoptera_Group_100					0		8	0.04935934	0.00514654	0.00198544	0	0.2839251	0.02688584	0.00457667	0	4.06E-08	0.41910397	0.006992830151	0
645	Hymenoptera_Group_101	Tetramorium caespitum	Introduced	33		2	1	3	0.17771843	0	0.0746472	0	0.68330451	0	0.09075436	0	5.32E-06	1	0.1092444129	
646	Hymenoptera_Group_101	Tetramorium sp.	Unknown	33		2	1	3	0.17771843	0	0.0746472	0	0.68330451	0	0.09075436	0	5.32E-06	1	0.1092444129	
647	Hymenoptera_Group_102	Temnothorax schaumii	Native	33		1	1	2	0.15855152	0	0.05434699	0	0.66653094	0	0.07095174	0	1.42E-07	1	0.08153708514	
648	Hymenoptera_Group_103	Prenolepis imparis	Native	33		1	1	7	0.11846048	0.00103599	0.03595925	0.00104074	0.55197602	0.00187834	0.03857091	0.0023973	4.15E-06	0.53099064	0.06514639893	0.5540743422
649	Hymenoptera_Group_104	Lasius nearcticus	Native	33		1	1	2	0.07557448	0.01029342	0.01886993	0.00196464	0.41053962	0.04908293	0.0395889	0.00457667	3.92E-07	0.01099861	0.04596372452	0.04002695031
650	Hymenoptera_Group_105	Formica subaenescens	Native	33		1	1	9	0.04374993	0.00028419	0.00196721	0	0.25612335	0.00151173	0.00457667	0	2.27E-06	0.84837452	0.007680713219	0
651	Hymenoptera_Group_106					0		1	0.03951136		0		0.23568682		0		3.72E-05		0	
652	Hymenoptera_Group_107					0		1	0.03951136		0		0.23568682		0		1.32E-06		0	
653	Hymenoptera_Group_108	Lasius alienus	Introduced	33	50	2	2	7	0.08382081	0.00195168	0.0099175	0	0.50751307	0.01041985	0.0184337	0	6.34E-08	0.44030868	0.01954136866	0
654	Hymenoptera_Group_108	Lasius neoniger	Native	33		2	1	7	0.08382081	0.00195168	0.0099175	0	0.50751307	0.01041985	0.0184337	0	6.34E-08	0.44030868	0.01954136866	0
655	Hymenoptera_Group_109					0		1	0.06733524		0.00990113		0.38038416		0.01379332		6.81E-06		0.02602929102	
656	Hymenoptera_Group_11	Polistes aurifer	Native	66	50	1	1	2	0.18913441	0.00269486	0.1041796	0	0.44868692	0	0.1827074	0	0.00012079	1	0.2321877357	
657	Hymenoptera_Group_110	Lasius alienus	Introduced	33	50	1	2	1	0.08711503		0.00592888		0.59216009		0.00917438		2.57E-09		0.01001229245	
658	Hymenoptera_Group_111	Lasius flavus	Introduced	33	50	1	1	2	0.06733524	0.00512942	0.00592888	0	0.38038416	0.02771678	0.00917438	0	3.11E-06	0.04479753	0.0155865586	0
659	Hymenoptera_Group_112	Lasius claviger	Native	33		1	1	2	0.07704452	0	0.00594259	0	0.47103621	0	0.01379332	0	1.45E-08	1	0.012615994	
