Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
478,Ephemeroptera_Group_4,Drunella walkeri,native,100.0,100.0,1,1.0,1,native,0.20246656,,0.01492587,,1.35618932,,0.0,,0.0,,0.011005742179999998,
479,Ephemeroptera_Group_5,Drunella cornutella,native,100.0,100.0,1,1.0,4,native,0.17176036,0.00152367,0.00820247,0.0,1.03602372,0.00611838,0.0,0.0,0.0,0.40479462,0.007917260813,0.0
480,Ephemeroptera_Group_6,Drunella cornuta,native,100.0,100.0,1,1.0,2,native,0.17176036,0.00305449,0.00820247,0.0,1.03602372,0.01214601,0.00458719,0.0,0.0,0.15738549,0.007917260813,0.0
481,Ephemeroptera_Group_7,Ephemerella subvaria,native,100.0,100.0,1,1.0,1,native,0.13372364,,0.0,,0.75662189,,0.0,,0.0,,0.0,
482,Ephemeroptera_Group_8,Ephemerella invaria,native,100.0,100.0,1,1.0,2,native,0.13372364,0.00478287,0.0,0.0,0.75662189,0.01910931,0.0,0.0,0.0,0.08291288,0.0,0.0
483,Ephemeroptera_Group_9,Leptophlebia intermedia,native,100.0,100.0,1,1.0,3,native,0.17987388,0.00853222,0.00960678,0.0,1.14298808,0.03493142,0.00477328,0.0,0.0,0.10999131,0.008404969542999999,0.0
484,Hemiptera_Group_1,Magicicada septendecim,native,66.0,50.0,1,1.0,3,native,0.27797731,0.0017305,0.09606645,0.00232559,0.68188325,0.0,0.11287737,0.00522879,0.00046802,0.54565509,0.140884015,
485,Hemiptera_Group_10,Megamelus davisus,,66.0,,1,1.0,1,native,0.21156586,,0.03689268,,0.89142039,,0.04673748,,3.9e-06,,0.041386399069999996,
486,Hemiptera_Group_100,,,,,0,,1,native,0.09919371,,0.01718404,,0.43258769,,0.0372136,,2.01e-07,,0.03972383033,
487,Hemiptera_Group_101,,,,,0,,1,native,0.1435889,,0.01010116,,0.77676011,,0.01071402,,5.94e-09,,0.013004220829999998,
488,Hemiptera_Group_102,,,,,0,,1,native,0.12740331,,0.00671371,,0.67888352,,0.01071402,,8.42e-10,,0.009889340074,
489,Hemiptera_Group_103,Typhlocyba frustrator,native,0.0,,1,1.0,3,native,0.12740331,0.00818184,0.00671371,0.00133824,0.67888352,0.03019149,0.01071402,0.00305111,5.04e-07,0.05415101,0.009889340074,0.04432507306
490,Hemiptera_Group_104,,,,,0,,1,native,0.2151199,,0.08240899,,0.60205969,,0.11709267,,0.00011623,,0.1368784381,
491,Hemiptera_Group_105,Flexamia atlantica,native,33.0,,1,1.0,1,native,0.1096318,,0.00201613,,0.58327843,,0.00457667,,2.25e-10,,0.003456548187,
492,Hemiptera_Group_106,Flexamia clayi,native,66.0,50.0,1,1.0,1,native,0.1096318,,0.00201613,,0.58327843,,0.00457667,,4.689999999999999e-10,,0.003456548187,
493,Hemiptera_Group_107,Euscelis aemulans,,33.0,,1,1.0,1,native,0.21138996,,0.05093451,,0.87727113,,0.06269859,,3.75e-09,,0.05806016892000001,
494,Hemiptera_Group_108,Glossonotus univittatus,native,66.0,50.0,1,1.0,1,native,0.17459685,,0.03869199,,0.83216499,,0.07095174,,1.75e-07,,0.04649557535,
495,Hemiptera_Group_109,Cyrtolobus puritanus,native,66.0,50.0,1,1.0,1,native,0.08231125,,0.00416379,,0.41115987,,0.00961546,,1.3800000000000002e-05,,0.01012693676,
496,Hemiptera_Group_11,Tumidagena terminalis,native,66.0,50.0,1,1.0,1,native,0.17354508,,0.04748748,,0.71404347,,0.06119556,,8.41e-05,,0.06650502665000001,
497,Hemiptera_Group_110,Cyrtolobus pallidifrontis,native,66.0,50.0,1,1.0,1,native,0.08231125,,0.00416379,,0.41115987,,0.00961546,,1.49e-06,,0.01012693676,
498,Hemiptera_Group_111,Balcanocerus fitchi,native,33.0,,1,1.0,1,native,0.19799819,,0.04529678,,0.64818396,,0.06506257,,3.229999999999999e-05,,0.06988259938,
499,Hemiptera_Group_112,Neokolla hieroglyphica,native,33.0,,1,1.0,4,native,0.17495897,0.00923631,0.01856328,0.0,0.70011103,0.04046724,0.02506397,0.0,3.54e-05,0.07099948,0.026514765809999997,0.0
500,Hemiptera_Group_113,Tylozygus bifidus,native,66.0,50.0,1,1.0,3,native,0.16388218,0.00613568,0.0332403,0.0,0.63561135,0.02597987,0.04557751,0.0,1.6800000000000002e-05,0.34257799,0.05229658029,0.0
501,Hemiptera_Group_114,,,,,0,,1,native,0.13793355,,0.01856328,,0.56375841,,0.02266139,,0.00041837,,0.03292772165,
502,Hemiptera_Group_115,Cuerna septentrionalis,native,33.0,,2,1.0,3,introduced,0.13793355,0.0,0.02502219,0.0,0.48976886,0.0,0.02596881,0.0,0.0010505999999999998,1.0,0.05108979366,
503,Hemiptera_Group_115,Cuerna striata,native,66.0,50.0,2,1.0,3,introduced,0.13793355,0.0,0.02502219,0.0,0.48976886,0.0,0.02596881,0.0,0.0010505999999999998,1.0,0.05108979366,
504,Hemiptera_Group_116,Graphocephala versuta,native,33.0,,1,1.0,7,introduced,0.17487242,0.0005447,0.02466399,0.00031056,0.55717132,0.00130863,0.02266139,0.00071251,0.00110313,0.85581762,0.04426643855,0.2373168887
505,Hemiptera_Group_117,Draeculacephala manitobiana,native,33.0,,2,1.0,2,native,0.10098897,0.02014425,0.00902519,0.00198807,0.48530199,0.08265236,0.01379332,0.00457667,0.0009032,0.00064934,0.01859705953,0.024053396659999997
506,Hemiptera_Group_117,Draeculacephala noveboracensis,native,33.0,,2,1.0,2,native,0.10098897,0.02014425,0.00902519,0.00198807,0.48530199,0.08265236,0.01379332,0.00457667,0.0009032,0.00064934,0.01859705953,0.024053396659999997
507,Hemiptera_Group_118,Draeculacephala zeae,native,33.0,,1,1.0,3,introduced,0.10098897,0.0,0.00902519,0.0,0.48530199,0.0,0.01379332,0.0,0.00031048,1.0,0.01859705953,
508,Hemiptera_Group_119,Elymana inornata,native,66.0,50.0,1,1.0,1,native,0.18473873,,0.026478199999999997,,0.68180286,,0.03944173,,3.13e-05,,0.03883556605,
509,Hemiptera_Group_12,Neomegamelanus elongatus,native,100.0,100.0,1,1.0,1,native,0.17354508,,0.04748748,,0.65764685,,0.06148508,,0.00016942,,0.07220817677000001,
510,Hemiptera_Group_120,Limotettix humidus,native,66.0,50.0,1,2.0,1,native,0.176495,,0.01478487,,0.73150563,,0.01671348,,7.120000000000001e-09,,0.02021156009,
511,Hemiptera_Group_121,Macrosteles borealis,native,66.0,50.0,1,1.0,1,native,0.20057965,,0.02394617,,0.96517115,,0.03390155,,3.3600000000000004e-09,,0.02481028365,
512,Hemiptera_Group_122,,,,,0,,1,native,0.15005508,,0.03977819,,0.61514405,,0.06119556,,0.00011664,,0.06466483745,
513,Hemiptera_Group_123,Pendarus punctiscriptus,native,66.0,50.0,1,1.0,1,native,0.13588353,,0.02123499,,0.63333283,,0.02309571,,3.45e-05,,0.03352895823,
514,Hemiptera_Group_124,Paraphlepsius lobatus,native,66.0,50.0,1,1.0,1,native,0.10555446,,0.01004031,,0.50239928,,0.00917438,,0.00019084,,0.01998472211,
515,Hemiptera_Group_125,Paraphlepsius particolor,native,33.0,50.0,1,1.0,1,native,0.0810971,,0.01004031,,0.26787197,,0.00917438,,0.00054639,,0.03748174921,
516,Hemiptera_Group_126,Paraphlepsius collitus,native,66.0,50.0,1,1.0,1,native,0.0810971,,0.02809115,,0.26787197,,0.04467244,,0.00045746,,0.1048678217,
517,Hemiptera_Group_127,,,,,0,,1,native,0.20066573,,0.045088699999999995,,0.61698178,,0.06305814,,4.09e-06,,0.0730794676,
518,Hemiptera_Group_128,Allygus atomarius,introduced,33.0,,1,1.0,1,native,0.2057533,,0.03015482,,0.82955626,,0.03390155,,1.1900000000000001e-07,,0.036350542400000005,
519,Hemiptera_Group_129,Eutettix marmoratus,native,33.0,50.0,1,1.0,2,native,0.19508839,0.0015236,0.01721885,0.0,0.82402034,0.00632915,0.01379332,0.0,6.9e-07,0.31779923,0.02089614681,0.0
520,Hemiptera_Group_13,Acanalonia bivittata,native,66.0,50.0,1,1.0,1,native,0.27798237,,0.08499976,,0.83074659,,0.15290767,,8.240000000000001e-07,,0.1023173144,
521,Hemiptera_Group_130,Latalus ocellaris,introduced,33.0,,1,1.0,1,native,0.1919138,,0.02242015,,0.83532307,,0.0184337,,3.59e-08,,0.02684009434,
522,Hemiptera_Group_131,Balclutha punctata,,33.0,,1,1.0,1,native,0.19891073,,0.04386862,,0.94775627,,0.07195037,,9.09e-08,,0.04628681591,
523,Hemiptera_Group_132,,,,,0,,1,native,0.19221587,,0.02647688,,0.67851846,,0.02185879,,0.00019694,,0.03902160599,
524,Hemiptera_Group_133,Limotettix comptonianus,native,33.0,,1,2.0,1,native,0.10296937,,0.00701408,,0.53193853,,0.00921666,,4.87e-08,,0.01318588447,
525,Hemiptera_Group_134,Limotettix comptonianus,native,33.0,,1,2.0,1,native,0.06200489,,0.00099734,,0.29484753,,0.00229885,,6.86e-06,,0.0033825618280000002,
526,Hemiptera_Group_135,Limotettix humidus,native,66.0,50.0,2,2.0,2,native,0.06200489,0.03604061,0.00099734,0.00198282,0.29484753,0.1608074,0.00229885,0.00457667,3.5499999999999996e-05,2.06e-06,0.0033825618280000002,0.012330402709999999
527,Hemiptera_Group_135,Limotettix melastigmus,native,33.0,50.0,2,1.0,2,native,0.06200489,0.03604061,0.00099734,0.00198282,0.29484753,0.1608074,0.00229885,0.00457667,3.5499999999999996e-05,2.06e-06,0.0033825618280000002,0.012330402709999999
528,Hemiptera_Group_136,Limotettix cuneatus,native,66.0,50.0,1,1.0,1,native,0.11431782,,0.01410384,,0.55822676,,0.01385703,,3.91e-05,,0.02526543156,
529,Hemiptera_Group_137,Limotettix angustatus,native,66.0,50.0,1,1.0,1,native,0.11431782,,0.00477899,,0.55822676,,0.00550966,,0.00011789,,0.008561019182,
530,Hemiptera_Group_138,Eutettix borealis,native,33.0,50.0,1,1.0,1,native,0.18626708,,0.01721885,,0.82717811,,0.01379332,,2.12e-08,,0.02081637533,
531,Hemiptera_Group_139,Scaphoideus crassus,native,66.0,50.0,3,1.0,3,native,0.18346644,0.00490456,0.02145501,0.0,0.80989877,0.02086987,0.02433552,0.0,1.99e-06,0.14804389,0.02649097738,0.0
532,Hemiptera_Group_139,Scaphoideus flavidus,native,33.0,50.0,3,1.0,3,native,0.18346644,0.00490456,0.02145501,0.0,0.80989877,0.02086987,0.02433552,0.0,1.99e-06,0.14804389,0.02649097738,0.0
533,Hemiptera_Group_139,Scaphoideus immistus,native,66.0,50.0,3,1.0,3,native,0.18346644,0.00490456,0.02145501,0.0,0.80989877,0.02086987,0.02433552,0.0,1.99e-06,0.14804389,0.02649097738,0.0
534,Hemiptera_Group_14,Catonia pumila,native,33.0,,1,1.0,1,native,0.04623043,,0.0,,0.21450824,,0.0,,1.7e-07,,0.0,
535,Hemiptera_Group_140,Colladonus clitellarius,native,33.0,,1,1.0,1,native,0.19258853,,0.02469966,,0.82557212,,0.02749536,,1.9e-06,,0.02991823416,
536,Hemiptera_Group_141,Chlorotettix fallax,native,66.0,50.0,1,1.0,1,native,0.1162197,,0.01416101,,0.53599004,,0.01847637,,2.5499999999999997e-08,,0.026420285719999995,
537,Hemiptera_Group_142,Chlorotettix smodix,,66.0,,1,1.0,1,native,0.1114104,,0.01616224,,0.50793832,,0.02777956,,5.5399999999999995e-09,,0.03181929648,
538,Hemiptera_Group_143,Chlorotettix viridius,native,66.0,50.0,1,1.0,2,introduced,0.1114104,0.0,0.01416101,0.0,0.50793832,0.0,0.01847637,0.0,4.1100000000000004e-08,1.0,0.02787938898,
539,Hemiptera_Group_144,Scaphoideus cylindratus,native,66.0,50.0,1,1.0,1,native,0.17396564,,0.02844272,,0.6628953000000001,,0.02674434,,3.13e-05,,0.042906805949999995,
540,Hemiptera_Group_145,Cicadula vittipennis,,66.0,,1,1.0,1,native,0.17807582,,0.03261383,,0.67031747,,0.0372136,,1.47e-05,,0.04865430406000001,
541,Hemiptera_Group_146,Chlorotettix unicolor,native,66.0,50.0,1,1.0,1,native,0.1709704,,0.03052303,,0.5683895999999999,,0.04673748,,4.89e-06,,0.0537008946,
542,Hemiptera_Group_147,,,,,0,,2,introduced,0.08013855,0.0,0.0021654,0.0,0.40358894,0.0,0.00497108,0.0,8.99e-05,1.0,0.005365360111,
543,Hemiptera_Group_148,,,,,0,,2,introduced,0.08013855,0.0,0.0021654,0.0,0.40358894,0.0,0.00497108,0.0,6.92e-05,1.0,0.005365360111,
544,Hemiptera_Group_149,Lygus lineolaris,native,100.0,100.0,1,1.0,71,native,0.0249403,0.00231677,0.0,0.0,0.11095559,0.00986381,0.0,0.0,3.3799999999999995e-05,0.52863549,0.0,0.0
545,Hemiptera_Group_15,,,,,0,,4,introduced,0.04623043,0.00107525,0.0,0.0,0.21450824,0.004606,0.0,0.0,5.23e-07,0.65855319,0.0,0.0
546,Hemiptera_Group_16,Oliarus humilis,native,33.0,,1,1.0,1,native,0.15447811,,0.02945538,,0.7159886999999999,,0.0419642,,4.23e-05,,0.04113944815,
547,Hemiptera_Group_17,Oliarus quinquelineatus,native,33.0,,1,1.0,1,native,0.15447811,,0.02945538,,0.60819766,,0.0419642,,8.259999999999999e-07,,0.048430603960000006,
548,Hemiptera_Group_18,Patara vanduzeei,native,33.0,,1,1.0,1,native,0.26222404,,0.06790417,,0.58998283,,0.11034806,,0.00017967,,0.11509516300000001,
549,Hemiptera_Group_19,Flatormenis proxima,native,66.0,50.0,1,1.0,5,native,0.26514917,0.00317768,0.09476042,0.00124253,0.58631353,0.00751568,0.14886924,0.00238437,5.85e-05,0.38218315,0.1616207288,0.16532502710000002
550,Hemiptera_Group_2,Amplicephalus littoralis,native,66.0,50.0,1,1.0,1,native,0.1812433,,0.02992916,,0.7118767,,0.04157643,,1.1e-06,,0.04204261777,
551,Hemiptera_Group_20,Xerophloea major,native,33.0,50.0,1,1.0,1,native,0.32723062,,0.12369318,,0.63671537,,0.16251893,,0.00149147,,0.1942676207,
552,Hemiptera_Group_21,,,,,0,,1,native,0.13414638,,0.02962861,,0.58431721,,0.04467244,,4.41e-07,,0.05070637916,
553,Hemiptera_Group_22,Tetraneura nigriabdominalis,introduced,33.0,,1,1.0,6,introduced,0.13438145,0.00050794,0.02520363,0.0,0.54061738,0.00238665,0.0372136,0.0,0.00015513,0.77253316,0.04662008831,0.0
554,Hemiptera_Group_23,Prociphilus caryae,,66.0,,1,1.0,1,native,0.12866903,,0.01566364,,0.54281663,,0.01467019,,0.00024899,,0.028856227189999997,
555,Hemiptera_Group_24,Adelges tsugae,introduced,100.0,50.0,1,1.0,7,introduced,0.10585843,0.00043538,0.02550933,0.0,0.38907138,0.0020506,0.03248546,0.0,0.00036483,0.80502725,0.06556465294,0.0
556,Hemiptera_Group_25,,,,,0,,5,native,0.06512338,0.00154539,0.00935859,0.00118005,0.31066755,0.00289057,0.01738611,0.00278532,2.8300000000000003e-05,0.57214455,0.03012413108,0.4082412811
557,Hemiptera_Group_26,Pineus strobi,native,66.0,50.0,1,1.0,5,introduced,0.06512338,0.0,0.00935859,0.0,0.31066755,0.0,0.01435883,0.0,5.6899999999999994e-05,1.0,0.03012413108,
558,Hemiptera_Group_27,Pineus similis,native,33.0,50.0,1,1.0,1,native,0.06661815,,0.00389611,,0.36024425,,0.00461895,,2.3e-05,,0.01081518997,
559,Hemiptera_Group_28,Pineus coloradensis,native,33.0,,1,1.0,1,native,0.06661815,,0.00389611,,0.34554393,,0.00461895,,0.00200042,,0.011275295729999999,
560,Hemiptera_Group_29,Adelges piceae,introduced,100.0,50.0,1,1.0,5,native,0.09206555,0.00152593,0.012548299999999998,0.0011583,0.46353838,0.00290559,0.02029851,0.002746,0.00011779999999999999,0.48675419,0.027070681830000002,0.3986453698
561,Hemiptera_Group_3,Amplicephalus osborni,native,66.0,50.0,1,2.0,1,native,0.06362473,,0.00600804,,0.27304947,,0.01366764,,3.59e-09,,0.022003485299999997,
562,Hemiptera_Group_30,Adelges cooleyi,native,66.0,50.0,1,1.0,4,native,0.09206555,0.00228822,0.01172521,0.0,0.46353838,0.01103601,0.00922905,0.0,8.44e-05,0.33854959999999995,0.02529501441,0.0
563,Hemiptera_Group_31,,,,,0,,1,native,0.09607672,,0.01175342,,0.45913359,,0.01860519,,4.41e-05,,0.025599128999999998,
564,Hemiptera_Group_32,Adelges abietis,introduced,100.0,50.0,1,1.0,10,native,0.08616976,0.00125384,0.01348032,0.0,0.42175094,0.00590855,0.01854408,0.0,1.52e-05,0.60123022,0.03196275034,0.0
565,Hemiptera_Group_33,Adelges laricis,introduced,100.0,50.0,1,1.0,8,native,0.08616976,0.00153471,0.01172521,0.0,0.41637378,0.00731127,0.00922905,0.0,0.00276017,0.54117009,0.028160298660000003,0.0
566,Hemiptera_Group_34,Chaitophorus populicola,native,33.0,,1,1.0,1,native,0.11562005,,0.01660248,,0.55373228,,0.0184337,,1.79e-06,,0.029982864639999995,
567,Hemiptera_Group_35,Eulachnus rileyi,introduced,33.0,,1,1.0,2,introduced,0.11737141,0.0,0.03166697,0.0,0.42546918,0.0,0.04673748,0.0,0.00019974,1.0,0.07442835225,
568,Hemiptera_Group_36,Eriosoma americanum,native,33.0,,1,1.0,1,native,0.11037283,,0.01757893,,0.51471706,,0.02309571,,0.00022338,,0.03415260804,
569,Hemiptera_Group_37,Periphyllus lyropictus,introduced,33.0,,1,1.0,3,introduced,0.11037283,0.0,0.01763635,0.0,0.49030381,0.0,0.02309571,0.0,0.00087643,1.0,0.03597024873,
570,Hemiptera_Group_38,Therioaphis trifolii,introduced,33.0,,1,1.0,1,native,0.11040948,,0.01099038,,0.56555052,,0.0184337,,2.79e-06,,0.01943306497,
571,Hemiptera_Group_39,Pemphigus bursarius,,33.0,,1,1.0,1,native,0.10467132,,0.00683154,,0.54802844,,0.00457667,,2.7000000000000002e-05,,0.012465666929999999,
572,Hemiptera_Group_4,Amplicephalus osborni,native,66.0,50.0,1,2.0,1,native,0.06362473,,0.00600804,,0.27304947,,0.01366764,,1.51e-08,,0.022003485299999997,
573,Hemiptera_Group_40,Pterocomma smithiae,,66.0,,1,1.0,1,native,0.09560881,,0.00683154,,0.48963177,,0.00457667,,0.00024014,,0.013952403459999999,
574,Hemiptera_Group_41,Rhopalosiphum padi,,33.0,,1,1.0,1,native,0.08510695,,0.00387813,,0.40860711,,0.0,,6.29e-05,,0.009491097695,
575,Hemiptera_Group_42,Mastopoda pteridis,native,33.0,,1,1.0,1,native,0.0819672,,0.01266675,,0.37953926,,0.0184337,,6.43e-05,,0.03337401775,
576,Hemiptera_Group_43,Macrosiphum impatientis,native,33.0,,1,1.0,1,native,0.06220617,,0.00483717,,0.31363574,,0.00457667,,0.00093297,,0.01542289154,
577,Hemiptera_Group_44,Uroleucon nigrotibium,,66.0,,1,1.0,1,native,0.05897667,,0.00483717,,0.27499465,,0.00917438,,0.00039863,,0.0175900513,
578,Hemiptera_Group_45,Myzus varians,introduced,100.0,50.0,1,1.0,1,native,0.05897667,,0.00776204,,0.27499465,,0.00917438,,0.00034296,,0.028226149130000003,
579,Hemiptera_Group_46,Aphis spiraecola,introduced,33.0,,1,1.0,1,native,0.05056805,,0.0,,0.27029762,,0.0,,3.32e-05,,0.0,
580,Hemiptera_Group_47,Aphis pomi,introduced,33.0,,1,1.0,1,native,0.05056805,,0.0,,0.27029762,,0.0,,2.8699999999999996e-05,,0.0,
581,Hemiptera_Group_48,Aphis fabae,introduced,33.0,,1,1.0,2,introduced,0.06317089,0.0,0.00193843,0.0,0.33245504,0.0,0.00457667,0.0,0.00022497,1.0,0.005830653071,
582,Hemiptera_Group_49,Aphis gossypii,,33.0,,2,1.0,7,introduced,0.06317089,0.00483848,0.00193656,0.0,0.33719052,0.02389453,0.0,0.0,2.4299999999999998e-05,0.71450238,0.005743221962,0.0
583,Hemiptera_Group_49,Aphis oestlundi,native,33.0,,2,1.0,7,introduced,0.06317089,0.00483848,0.00193656,0.0,0.33719052,0.02389453,0.0,0.0,2.4299999999999998e-05,0.71450238,0.005743221962,0.0
584,Hemiptera_Group_5,Graminella aureovittatus,native,66.0,50.0,1,1.0,1,native,0.176495,,0.01478487,,0.86554415,,0.01671348,,9.93e-08,,0.01708158966,
585,Hemiptera_Group_50,Anoscopus flavostriatus,introduced,33.0,,1,1.0,1,native,0.27270986,,0.08064026,,0.72113182,,0.13036182,,0.00015184,,0.111824576,
586,Hemiptera_Group_51,Zelus luridus,native,66.0,50.0,1,1.0,1,native,0.23867284,,0.07733172,,0.8080435,,0.12136086,,4.51e-05,,0.09570242196,
587,Hemiptera_Group_52,Microtechnites bractatus,native,66.0,50.0,1,1.0,4,native,0.22579739,0.00076287,0.05628633,0.00100234,0.81030047,0.0,0.09702635,0.00228833,6.36e-08,0.65941991,0.06946352876,
588,Hemiptera_Group_53,Stygnocoris sabulosus,,33.0,50.0,1,1.0,1,native,0.22576114,,0.09694012,,0.63576685,,0.13679829999999998,,0.00023862,,0.15247746869999998,
589,Hemiptera_Group_54,Heraeus plebejus,native,100.0,100.0,1,1.0,1,native,0.21606233,,0.06346912,,0.63403653,,0.08365003,,0.0001408,,0.1001032543,
590,Hemiptera_Group_55,Geocoris atricolor,native,66.0,50.0,1,1.0,1,native,0.19186712,,0.06157321,,0.61124386,,0.060524,,0.00141116,,0.1007342798,
591,Hemiptera_Group_56,Kleidocerys resedae,native,66.0,50.0,1,1.0,10,native,0.19186712,0.00366474,0.0656219,0.00081176,0.56748119,0.01321409,0.0966215,0.00186483,0.00046925,0.43916109999999997,0.1156371368,0.06143139633999999
592,Hemiptera_Group_57,Hoplistoscelis sordidus,native,66.0,50.0,1,1.0,2,native,0.22038024,0.00235159,0.04615342,0.0,0.66856831,0.01010116,0.07709615,0.0,2.3800000000000003e-05,0.31689281,0.06903321517000001,0.0
593,Hemiptera_Group_58,Fulvius slateri,native,100.0,100.0,1,1.0,1,native,0.24755511,,0.06277734,,0.98007604,,0.09575011,,8.77e-13,,0.06405354017,
594,Hemiptera_Group_59,Leptoglossus occidentalis,native,100.0,100.0,1,1.0,4,native,0.21572698,0.00083716,0.0529427,0.0,0.86876482,0.00343333,0.060524,0.0,9.78e-06,0.6588350000000001,0.06094019783,0.0
595,Hemiptera_Group_6,,,,,0,,1,native,0.09160914,,0.03268271,,0.37635166,,0.05715841,,0.00532155,,0.08684088174,
596,Hemiptera_Group_60,Orthotylus flavosparsus,introduced,66.0,50.0,1,1.0,1,native,0.19898025,,0.02858461,,0.93662527,,0.0419642,,4.96e-11,,0.03051872602,
597,Hemiptera_Group_61,Podisus maculiventris,native,100.0,100.0,1,1.0,2,introduced,0.17789526,0.0,0.01376683,0.0,0.72126277,0.0,0.01830344,0.0,0.00016771,1.0,0.01908712133,
598,Hemiptera_Group_62,Banasa calva,native,66.0,50.0,1,1.0,4,native,0.17999715,0.00542064,0.01989689,0.0,0.7969205,0.02284791,0.02461678,0.0,1.4300000000000002e-05,0.24681894,0.024967220699999997,0.0
599,Hemiptera_Group_63,Chinavia hilaris,native,33.0,,1,1.0,1,native,0.16337195,,0.01376683,,0.60150119,,0.01830344,,0.00028784,,0.02288745264,
600,Hemiptera_Group_64,Trichopepla semivittata,native,66.0,50.0,1,1.0,3,native,0.16337195,0.00746427,0.026591800000000002,0.0,0.74690207,0.02593874,0.02707742,0.0,7.840000000000001e-05,0.08779464,0.03560279328,0.0
601,Hemiptera_Group_65,Orthotylus cruciatus,native,100.0,100.0,1,1.0,1,native,0.18318084,,0.02858461,,0.87711677,,0.0419642,,4.5799999999999995e-07,,0.03258928683,
602,Hemiptera_Group_66,Hesperocorixa interrupta,native,100.0,100.0,1,1.0,1,native,0.16960173,,0.02197973,,0.68383818,,0.02191885,,2.6899999999999997e-05,,0.03214171224,
603,Hemiptera_Group_67,Trichocorixa verticalis,native,100.0,100.0,1,1.0,4,native,0.16170931,0.0026261,0.01197062,0.00210874,0.69204576,0.00415157,0.01961036,0.00473192,2.3899999999999998e-05,0.55638596,0.017297439980000003,0.5079379608
604,Hemiptera_Group_68,Hesperocorixa atopodonta,native,100.0,100.0,1,1.0,2,native,0.16170931,0.01803047,0.01197062,0.0,0.85616677,0.0761021,0.01961036,0.0,4.61e-08,0.00079129,0.013981645190000001,0.0
605,Hemiptera_Group_69,Lasiomerus annulatus,native,100.0,100.0,1,1.0,1,native,0.18819712,,0.04615342,,0.55268112,,0.06584657,,0.00126653,,0.08350822623,
606,Hemiptera_Group_7,Chionaspis pinifoliae,native,66.0,50.0,1,1.0,2,native,0.09160914,0.00933236,0.03268271,0.00191022,0.37635166,0.04150436,0.05715841,0.00464038,0.01666708,0.03258288,0.08684088174,0.04602456224
607,Hemiptera_Group_70,Campyloneura virgula,introduced,33.0,0.0,1,1.0,2,introduced,0.18403019,0.0,0.03011572,0.0,0.91655974,0.0,0.03535744,0.0,3.94e-10,1.0,0.03285734545,
608,Hemiptera_Group_71,Pilophorus gracilis,native,100.0,100.0,1,1.0,1,native,0.18830239,,0.03185515,,0.89421269,,0.04433487,,1.28e-10,,0.03562368367,
609,Hemiptera_Group_72,Notonecta irrorata,native,100.0,100.0,1,1.0,4,native,0.16950163,0.00429697,0.04849014,0.0,0.48487352,0.01792772,0.04988906,0.0,0.00022907,0.13703958,0.10000575,0.0
